,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA,VR_VOTO
25716,SERGIO DILIO DO NASCIMENTO MATOS,SERGINHO DA GUARDA,SANTANA,PP,SUPLENTE,80,0.0,0.0,0.0
25717,LILIA NEVES DE OLIVEIRA ALMEIDA,LILIA,SANTANA,PP,SUPLENTE,166,0.0,0.0,0.0
10822,ADILSON COSTA MOZER,COWBOY DA GRENDENE,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,66,0.0,0.0,0.0
25722,CLODOALDO LEITE DA SILVA,PROFESSOR CLODOALDO,JACOBINA,PP,SUPLENTE,255,0.0,582.0,0.0
25723,CÍCERO DA SILVA MUNIZ,CEBINHO MOTOS,JACOBINA,PP,SUPLENTE,149,0.0,582.0,0.0
10821,LUCIO DIMAS DE SÁ,LUCIO CORBRAS,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,331,0.0,0.0,0.0
25726,EDMILSON ALVES DE JESUS,EDMILSON ALVES,JACOBINA,PP,SUPLENTE,57,0.0,782.0,0.0
25692,ANA MARIA BISPO DOS SANTOS,ANA DO CREDIÁRIO,IBICARAÍ,PATRIOTA,SUPLENTE,6,0.0,582.92,0.0
10840,DGENANE SOUZA SANTOS,PROFESSORA DGENANE,TEIXEIRA DE FREITAS,PSB,SUPLENTE,5,0.0,227.73,0.0
10895,EDNILSON DE JESUS PORTELA,DIDICO DA CEMA,LAURO DE FREITAS,PDT,NÃO ELEITO,45,0.0,0.0,0.0
10887,MAURICIO BENEVIDES DA SILVA,MAURICINHO DA BAHIA,LAURO DE FREITAS,PDT,NÃO ELEITO,8,0.0,0.0,0.0
10894,ANA CRISTINA ANDRADE DE SOUZA,CRISTINA ANDRADE,LAURO DE FREITAS,PDT,NÃO ELEITO,1,0.0,0.0,0.0
10892,GLEIDIVAN ANDRADE DE SANTANA,GLEIDI SANTANA,LAURO DE FREITAS,PDT,NÃO ELEITO,4,0.0,0.0,0.0
25651,ALMERINDO SILVA MARTINS,ALMERINDO,ILHÉUS,PSDB,SUPLENTE,59,0.0,354.0,0.0
10891,MARIA DE LOURDES ROSA LIMA,LURDINHA A ENFERMEIRA DO POVO,LAURO DE FREITAS,PDT,NÃO ELEITO,40,0.0,0.0,0.0
25653,EDVALDO JESUS DOS SANTOS,ED ENFERMEIRO,ILHÉUS,PSDB,SUPLENTE,170,0.0,354.0,0.0
10890,VICTOR HUGO LEAL DOS SANTOS,VICTOR LEAL,LAURO DE FREITAS,PDT,NÃO ELEITO,60,0.0,0.0,0.0
25655,LÚCIA MARIA DIAS DE JESUS ANDRADE,LÚCIA ANDRADE CABELEIREIRA,ILHÉUS,PSDB,SUPLENTE,22,0.0,354.0,0.0
10889,PAULO ROGERIO DOS SANTOS JUNIOR,PAULINHO,LAURO DE FREITAS,PDT,NÃO ELEITO,121,0.0,122.0,0.0
25657,MARCELLUS VINICIUS COSTA BISPO,MARCELLUS DO REQUEIJAO,ILHÉUS,PSDB,SUPLENTE,35,0.0,0.0,0.0
10888,IVANILDO MEIRA SANTIAGO JUNIOR,JUNIOR VISAO,LAURO DE FREITAS,PDT,NÃO ELEITO,73,0.0,0.0,0.0
25659,MARIA MADALENA RIBEIRO DOS SANTOS,GAL,ILHÉUS,PSDB,SUPLENTE,23,0.0,354.0,0.0
25660,MAHERBAL MAX COSTA BISPO,BAL DO VILELA,ILHÉUS,PSDB,SUPLENTE,90,0.0,354.0,0.0
25661,PAULO EDUARDO BARRETO DAMASCENO,PAULO DO PONTO,ILHÉUS,PSDB,SUPLENTE,223,0.0,354.0,0.0
25664,RODRIGO CESAR BOMFIM ALMEIDA,RODRIGO FOGUINHO,ILHÉUS,PSDB,SUPLENTE,75,0.0,0.0,0.0
10841,ADENILSON JESUS PIRES,DENA DO POVÃO,TEIXEIRA DE FREITAS,PSB,SUPLENTE,30,0.0,227.73,0.0
10885,ECCLESIASTES DOS SANTOS SILVA,GALEGO ACESSORIOS,LAURO DE FREITAS,PDT,NÃO ELEITO,1,0.0,0.0,0.0
25666,WALASSY AMORIM DE JESUS,WALASSY AMORIM,ILHÉUS,PSDB,SUPLENTE,32,0.0,0.0,0.0
25667,SILVIO DO NASCIMENTO DE AZEVEDO,SILVIO NASCIMENTO,ILHÉUS,PSDB,SUPLENTE,126,0.0,354.0,0.0
10884,WAGNER PATRICK BRITO DA SILVA,PATRICK,LAURO DE FREITAS,PDT,NÃO ELEITO,45,0.0,0.0,0.0
25669,SÉRGIO CARVALHO SANTOS,SÉRGIO DO BASILIO,ILHÉUS,PSDB,SUPLENTE,92,0.0,0.0,0.0
25670,TICIANE CERQUEIRA MATOS,TICI MATOS,ILHÉUS,PSDB,SUPLENTE,38,0.0,354.0,0.0
10875,ANDRÉ LUIZ SIQUEIRA SILVA,ANDRÉ SIQUEIRA,LAURO DE FREITAS,PV,NÃO ELEITO,77,0.0,0.0,0.0
10853,WESLEY DE LIMA RIOS,WESLEY RIOS,SÃO DOMINGOS,SOLIDARIEDADE,SUPLENTE,19,0.0,5000.0,0.0
10847,ELISA MARGARIDA SANTOS TORRES,PROFESSORA ELISA TORRES,TEIXEIRA DE FREITAS,PSB,SUPLENTE,53,0.0,227.73,0.0
10845,WESLEY LUIZ DA SILVA LEMOS,WESLEY LEMOS,TEIXEIRA DE FREITAS,PSB,SUPLENTE,123,0.0,227.73,0.0
10844,MARIA DO ROSÁRIO ANDRADE PIMENTA,MELL PIMENTA,TEIXEIRA DE FREITAS,PSB,SUPLENTE,11,0.0,227.73,0.0
10843,MARIA LÚCIA DOS SANTOS,MARIA LÚCIA DO CAMINHO DO MAR,TEIXEIRA DE FREITAS,PSB,SUPLENTE,50,0.0,227.73,0.0
10842,MARCOS ANTÔNIO ROCHA DOS SANTOS,MARCOS ROCHA,TEIXEIRA DE FREITAS,PSB,SUPLENTE,48,0.0,227.73,0.0
25575,ADMILSON DO SACRAMENTO SANTOS,ADMILSON ELETRICISTA,MUNIZ FERREIRA,PC do B,SUPLENTE,14,0.0,270.0,0.0
11020,BETILEN LOPES DA SILVA,BETE LOPES DA EDUCAÇÃO,SANTA LUZIA,PSD,SUPLENTE,31,0.0,543.4200000000001,0.0
25573,DAILSON DA CONCEIÇÃO SANTOS,AMARELO DA RIFA,MUNIZ FERREIRA,PC do B,SUPLENTE,23,0.0,120.0,0.0
25480,LUARA ARAUJO SOUZA NASCIMENTO,LUARA ARAUJO,IBICARAÍ,AVANTE,SUPLENTE,9,0.0,582.92,0.0
11106,ANTONIO BISPO DOS SANTOS FILHO,ANTÔNIO DO URUPIARA,ALAGOINHAS,PMB,NÃO ELEITO,23,0.0,0.0,0.0
11105,REGINALDO DE DEUS SANTOS,REGINALDO,ALAGOINHAS,PMB,NÃO ELEITO,4,0.0,0.0,0.0
11104,FABIO SOUZA LIMA,FABIO MOTOTAXI,ALAGOINHAS,PMB,NÃO ELEITO,17,0.0,0.0,0.0
25465,MARIA JOSÉ DOS SANTOS,LILA,ITAPICURU,PSD,SUPLENTE,41,0.0,0.0,0.0
25466,GIVALDO FERREIRA DA CRUZ,GIVALDO,ITAPICURU,PSD,SUPLENTE,19,0.0,0.0,0.0
25467,PEDRO FERREIRA DE OLIVEIRA,PEDRO FERREIRA,ITAPICURU,PSD,SUPLENTE,40,0.0,0.0,0.0
11102,EDVANIA DA SILVA SANTOS,BENÇA DO PICOLÉ,ALAGOINHAS,PMB,NÃO ELEITO,178,0.0,0.0,0.0
25469,GEOVAH PEREIRA DA SILVA,GEOVAH,ITAPICURU,PSD,SUPLENTE,30,0.0,0.0,0.0
11099,JORGE DA SILVA SANTOS,JORGE SILVA,ALAGOINHAS,PMB,NÃO ELEITO,22,0.0,0.0,0.0
11098,JOSE BISPO DOS SANTOS,JÁ MORREU,ALAGOINHAS,PMB,NÃO ELEITO,72,0.0,0.0,0.0
11097,ADRIANA DE JESUS SANTOS,ADRIANA DA VASSOURA,ALAGOINHAS,PMB,NÃO ELEITO,23,0.0,0.0,0.0
11092,UBIRATAN MOREIRA DOS SANTOS,NEGO BIRA,ALAGOINHAS,PMB,NÃO ELEITO,28,0.0,0.0,0.0
11091,JOSE DOS SANTOS DE SOUZA,ZÉ DE DODÔ,ALAGOINHAS,PMB,NÃO ELEITO,24,0.0,0.0,0.0
25481,RENE RIBEIRO DE SOUZA,RIBEIRO FILHO DE TERTINO,IBICARAÍ,AVANTE,SUPLENTE,1,0.0,582.9200000000001,0.0
25460,CLAUDIONOR DOS SANTOS,PONTEIRINHO,ITAPICURU,PSD,SUPLENTE,28,0.0,0.0,0.0
25482,JOSE RAIMUNDO OLIVEIRA SILVA,TÊTA DA SALOMÉIA,IBICARAÍ,AVANTE,SUPLENTE,175,0.0,582.9200000000001,0.0
25483,SAIONARA MARIA FLORIANA COSTA,NARA DA SAÚDE,IBICARAÍ,AVANTE,SUPLENTE,90,0.0,582.9200000000001,0.0
11089,IVAN SCHRAMM DE AZEVEDO ALMEIDA,IVAN SCHRAMM,ALAGOINHAS,PMB,NÃO ELEITO,56,0.0,0.0,0.0
11088,ADRIANA FERREIRA DA SILVA,DRIKA CABELEIREIRA,ALAGOINHAS,PMB,NÃO ELEITO,14,0.0,0.0,0.0
11087,NIRIVALDA RODRIGUES SANTOS,PRÓ NIRI,ALAGOINHAS,PMB,NÃO ELEITO,53,0.0,0.0,0.0
11073,ROSEVAL PEREIRA SANTOS,VAL PEREIRA,TEOLÂNDIA,PT,SUPLENTE,62,0.0,151.5,0.0
25490,JORGE REINALDO SOUZA MENEZES,NEGUINHO DE D. DIL,IBICARAÍ,AVANTE,SUPLENTE,69,0.0,582.92,0.0
25491,EULALIA PEREIRA ALVES,EULÁLIA ALVES,IBICARAÍ,AVANTE,SUPLENTE,7,0.0,0.0,0.0
25492,RITA DE CASSIA FERREIRA SILVA EVANGELISTA,RITA FERREIRA,IBICARAÍ,AVANTE,SUPLENTE,1,0.0,0.0,0.0
11072,THIAGO DE ANDRADE FIGUEIRA,THIAGO ANDRADE,TEOLÂNDIA,PT,SUPLENTE,122,0.0,151.5,0.0
25494,SIDELVAN RAIMUNDO DE SOUZA,BIGÚ DO GUARDA,IBICARAÍ,AVANTE,SUPLENTE,76,0.0,583.82,0.0
25495,ADEILTON LIRA COSTA,DEL PALCO,IBICARAÍ,AVANTE,SUPLENTE,139,0.0,582.92,0.0
11071,JOSÉ BORGES DOS SANTOS,ZÉ BORGES,TEOLÂNDIA,PT,ELEITO POR QP,396,0.0,227.25,0.0
11112,IDELSON MENDES FILHO,FARRACHO,MIRANGABA,PC do B,NÃO ELEITO,158,0.0,1750.0,0.0
11119,ELIENE CRISTINA DA SILVA ALKIMIM,ELIENE ALKIM,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,12,0.0,0.0,0.0
11069,REZANEIS PINHEIRO DOS SANTOS,RENATA DA RUA DO CAMPO,TEOLÂNDIA,PT,SUPLENTE,11,0.0,151.5,0.0
25442,JOSNEI CASTILHO,MAJOR CASTILHO,SANTO ANTÔNIO DE JESUS,PATRIOTA,NÃO ELEITO,36,0.0,0.0,0.0
11154,SERGIO DA SILVA,NEGO,BOQUIRA,PT,SUPLENTE,96,0.0,90.0,0.0
11152,FELICIA SANTOS DE SOUZA,FELICIA DO MOSQUITO,BOQUIRA,PT,SUPLENTE,2,0.0,90.0,0.0
11149,ANNAMARIA MAIA PINHEIRO,ANNA,BOQUIRA,PT,SUPLENTE,19,0.0,290.0,0.0
11145,EDSON SOUZA SALES,EDSON SALES,BOQUIRA,PSB,SUPLENTE,167,0.0,1304.0,0.0
25433,ROMILDO DA SILVA BONFIM,ROMILDO POPULAR BRAIS,SANTO ANTÔNIO DE JESUS,PATRIOTA,NÃO ELEITO,41,0.0,0.0,0.0
11144,JOÃO CARLOS EVANGELISTA,JOÃO MACHÊ DO ALGODÃO,BOQUIRA,PSB,SUPLENTE,20,0.0,1304.0,0.0
25435,RAIMUNDO JOSE EVANGELISTA DA SILVA,RAYMUNDO EVANGELHISTA,SANTO ANTÔNIO DE JESUS,PATRIOTA,NÃO ELEITO,2,0.0,0.0,0.0
11143,JOÃO SILVA SOUZA,JOÃO DO ROLO,BOQUIRA,PSB,ELEITO POR QP,459,0.0,1304.0,0.0
11141,EDILENE SANTOS SOUZA,GALEGA DO TREVO,BOQUIRA,PSB,SUPLENTE,25,0.0,1304.0,0.0
11140,VAGNES DOMINGUES CARDOSO,ZIM DO BURITI,BOQUIRA,PSB,ELEITO POR QP,701,0.0,1304.0,0.0
11139,MANOEL CARLOS ALMEIDA SANTOS,CARLOS DE SANTA RITA,BOQUIRA,PSB,ELEITO POR MÉDIA,442,0.0,1304.0,0.0
25440,CLAUDIA GOMES SANTIAGO SOUZA,PROFESSORA CLAUDIA,SANTO ANTÔNIO DE JESUS,PATRIOTA,NÃO ELEITO,6,0.0,0.0,0.0
11138,EVERALDO ALVES DO NASCIMENTO,EVERALDO DO BARREIRO,BOQUIRA,PSB,SUPLENTE,303,0.0,1304.0,0.0
11137,ELIANE AMORIM NOVAIS,ELIANE NOVAIS,BOQUIRA,PSB,SUPLENTE,30,0.0,1304.0,0.0
11120,OJACKSON MARTINS JÚNIOR,OJCKSON BAIXINHO,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,6,0.0,0.0,0.0
11136,MILENE OLIVEIRA MOREIRA DE SOUZA,MILENE DE JOSIAS,BOQUIRA,PSB,SUPLENTE,80,0.0,1304.0,0.0
11135,JOÃO FRANCISCO DA SILVA,JOÃO DE ZÉ BRANCO,BOQUIRA,PSB,SUPLENTE,11,0.0,1304.0,0.0
11133,BERNARDINO PEREIRA DE BRITO,BERNARDINO,BOQUIRA,PSB,SUPLENTE,33,0.0,1304.0,0.0
11132,ANTONIO ALMEIDA DOS SANTOS,TÕE DE DIVÁ,BOQUIRA,PSB,ELEITO POR QP,753,0.0,1304.0,0.0
11131,ARIELMA SOUSA APOLINÁRIO ROCHA,ARIELMA APOLINARIO,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,8,0.0,0.0,0.0
11130,DECIO PEREIRA DA SILVA,DECIO CABELO,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,8,0.0,0.0,0.0
11129,CYNTHIA SOUZA COSTA,CYNTHIA DO TARTARUGAS,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,26,0.0,0.0,0.0
11128,ALFREDO CARVALHO DE ALMEIDA,ALFREDO PEREIRINHA,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,24,0.0,0.0,0.0
11127,JOSÉ CARLOS DA SILVA,ZÉ CARLOS DA AGROMIX,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,89,0.0,0.0,0.0
11126,ANTONIO VIEIRA BISPO,ANTONIO VIEIRA,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,19,0.0,0.0,0.0
11125,MARCOS RODRIGUES DE OLIVEIRA,MARCAO DA NAUTICA,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,94,0.0,0.0,0.0
11122,SIVALDO ARAÚJO DOS SANTOS,PASTOR SIVALDO,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,25,0.0,0.0,0.0
11121,ANA PAULA PEREIRA DOS SANTOS,ANA PAULA DA TÂNIA,SANTA CRUZ CABRÁLIA,REPUBLICANOS,NÃO ELEITO,15,0.0,0.0,0.0
11070,EDIMILSON MÁXIMO DE JESUS,NEGÃO DA AMBULÂNCIA,TEOLÂNDIA,PT,SUPLENTE,166,0.0,151.5,0.0
25500,GERALDO JOSE RODRIGUES SANTOS,SIZINO,SANTO ANTÔNIO DE JESUS,PT,SUPLENTE,1,0.0,0.0,0.0
25572,ROSEMARY DOS SANTOS DE JESUS,MEIRE DO ONHA,MUNIZ FERREIRA,PC do B,SUPLENTE,4,0.0,120.0,0.0
11024,JOSÉ SEBASTIÃO SILVA ESPINHEIRA,PROFESSOR SEBASTHIAN,SANTA LUZIA,PSD,SUPLENTE,39,0.0,543.4200000000001,0.0
25542,ALEX TAVARES DE SOUZA,ALEX ELETRICISTA,ILHÉUS,PSB,SUPLENTE,112,0.0,282.5,0.0
11038,FRANCISCA MARIA DE MORAES,FRANCISCA MORAES,ALAGOINHAS,PL,SUPLENTE,28,0.0,0.0,0.0
25544,FIDELIS DOS SANTOS NASCIMENTO,FIDELIS NASCIMENTO,ILHÉUS,PSB,SUPLENTE,55,0.0,0.0,0.0
11037,CLECIO XAVIER DA SILVA,KEL SHOW,ALAGOINHAS,PL,SUPLENTE,254,0.0,0.0,0.0
11036,JERRY CARVALHO DE OLIVEIRA,JERRY DO URUPIARA,ALAGOINHAS,PL,SUPLENTE,285,0.0,0.0,0.0
11032,MARIA DA CONCEIÇÃO DIAS SANTOS,CEIÇA DIAS,SANTA LUZIA,PSD,SUPLENTE,22,0.0,543.4200000000001,0.0
11031,JENIVALDO SANTOS DA SILVA,PIVÔ DE VIEIRA,SANTA LUZIA,PSD,ELEITO POR QP,211,0.0,543.4200000000001,0.0
11030,ISAMARA MERCES NETO OLIVEIRA,ISA ESPOSA DE TOI BOIADEIRO,SANTA LUZIA,PSD,SUPLENTE,52,0.0,543.4200000000001,0.0
11029,EZIQUIEL SANTOS DE ARAÚJO,ZIC,SANTA LUZIA,PSD,SUPLENTE,85,0.0,543.4200000000001,0.0
25551,LUIZ CLAUDIO VIANA MACHADO,LU DO SINDICATO,ILHÉUS,PSB,SUPLENTE,210,0.0,282.5,0.0
11028,EVALDA DE JESUS ALMEIDA,MÔ ALMEIDA,SANTA LUZIA,PSD,SUPLENTE,12,0.0,569.7,0.0
11027,PAULO HORÁCYO DE FARIAS SERTÓRIO,PAULO FARIAS,SANTA LUZIA,PSD,SUPLENTE,140,0.0,0.0,0.0
11025,MAURICIO LISBOA SANTOS,MAURICIO DE DIVA,SANTA LUZIA,PSD,SUPLENTE,46,0.0,543.4200000000001,0.0
11023,LENILDO COSTA RIBEIRO,LENILDO DE CARLINHOS DO RÁDIO,SANTA LUZIA,PSD,SUPLENTE,1,0.0,543.4200000000001,0.0
25540,JOSE LUIZ OLIVEIRA SANTANA,LUIZ MEU POVO,ILHÉUS,PSB,SUPLENTE,113,0.0,282.5,0.0
11021,JOSÉ ARAÚJO DE ALMEIDA,CABRAL ARAÚJO,SANTA LUZIA,PSD,SUPLENTE,200,0.0,543.4200000000001,0.0
25559,EDVALDO LOPES DOS SANTOS,TOCO PINTOR,CATU,PROS,NÃO ELEITO,25,0.0,226.0,0.0
25560,MANOEL MESSIAS DE ALMEIDA NEVES,MESSIAS POPULAR FIÚRA,CATU,PROS,NÃO ELEITO,53,0.0,406.0,0.0
25561,JOSE SÃO PEDRO BATISTA,SÃO PEDRO,CATU,PROS,NÃO ELEITO,9,0.0,226.0,0.0
25563,MARIA NAILZA DOS SANTOS SOUZA,NAILZA COSTUREIRA,CATU,PROS,NÃO ELEITO,15,0.0,226.0,0.0
25564,RAIMUNDO CORREIA SILVA FILHO,CID LOCUTOR,CATU,PROS,NÃO ELEITO,9,0.0,226.0,0.0
25565,EDIELSON SANTOS SANTANA,NIL DE SITIO NOVO,CATU,PROS,NÃO ELEITO,13,0.0,226.0,0.0
25566,ISNALDO DA SILVA SACRAMENTO,MESTRE BINAL,CATU,PROS,NÃO ELEITO,21,0.0,248.5,0.0
25567,ANTONIO CARLOS COSTA DE MACEDO,PROFESSOR RITE,CATU,PROS,NÃO ELEITO,9,0.0,778.5,0.0
25568,ANDRIELA DE SOUZA ALVES,ANDRIELA ESPOSA DE BUIÚ,CATU,PROS,NÃO ELEITO,12,0.0,226.0,0.0
25569,JOSE RAMOS CALMON,CALMON DELEGADO,CATU,PROS,NÃO ELEITO,1,0.0,226.0,0.0
25570,MARIA DA CONCEIÇÃO DE JESUS,CONÇA,MUNIZ FERREIRA,PC do B,SUPLENTE,3,0.0,120.0,0.0
25571,VALMIR DE JESUS SANTOS,VALMIR SEMPRE PRESENTE,MUNIZ FERREIRA,PC do B,ELEITO POR QP,313,0.0,120.0,0.0
11040,MARIA CREMILDA DE SOUZA MATOS,NENCA MATOS,ALAGOINHAS,PL,SUPLENTE,49,0.0,0.0,0.0
25539,LUCIENE DE JESUS NASCIMENTO,LU NASCIMENTO,ILHÉUS,PSB,SUPLENTE,48,0.0,5282.5,0.0
11068,LEANDRO BARRETO HUNGRIA,LÉO KOMBEIRO,TEOLÂNDIA,PT,SUPLENTE,127,0.0,151.5,0.0
11053,JÂNIO LUIS SOUZA COSTA,JANIO CONTADOR,ALAGOINHAS,PL,SUPLENTE,178,0.0,0.0,0.0
11065,JURANDY FRANCISCO NASCIMENTO,JURANDY DE BURIETA,TEOLÂNDIA,PT,SUPLENTE,22,0.0,151.5,0.0
11063,JENIVAL DE JESUS SANTOS,JENIVAL SHOW,TEOLÂNDIA,PT,SUPLENTE,98,0.0,151.5,0.0
11062,RITA DE JESUS MENEZES,RITA MENEZES,TEOLÂNDIA,PT,SUPLENTE,7,0.0,151.5,0.0
25505,ARIOSVALDO RIBEIRO COSTA,BADO GARI,SANTO ANTÔNIO DE JESUS,PT,SUPLENTE,23,0.0,0.0,0.0
25506,JOSÉ FERREIRA DOS SANTOS,J SANTOS,SANTO ANTÔNIO DE JESUS,PT,SUPLENTE,172,0.0,0.0,0.0
11061,IRACI BENTA DE SANTANA,IRACI,TEOLÂNDIA,PT,SUPLENTE,1,0.0,151.5,0.0
11060,OZIAS COSTA PEREIRA,OZIAS DA SAÚDE,TEOLÂNDIA,PT,SUPLENTE,60,0.0,151.5,0.0
11059,JORMA LUZIA SANTOS FREITAS,JORMA,ALAGOINHAS,PL,SUPLENTE,80,0.0,0.0,0.0
11058,JOSE CARLOS DANTAS REIS,GATOS E GATINHAS,ALAGOINHAS,PL,SUPLENTE,251,0.0,0.0,0.0
11056,PATRICIA DE JESUS SANTOS,PRO PATY,ALAGOINHAS,PL,SUPLENTE,119,0.0,0.0,0.0
25512,ZENILTON CONCEIÇÃO DE SOUZA,ZENILTON,SANTO ANTÔNIO DE JESUS,PT,SUPLENTE,29,0.0,0.0,0.0
11055,MARIELI OLIVEIRA DE JESUS,MARIELI QUEM QUEM,ALAGOINHAS,PL,SUPLENTE,47,0.0,0.0,0.0
11054,JOANICE DOS SANTOS ALMEIDA,NICE SANTOS,ALAGOINHAS,PL,SUPLENTE,43,0.0,0.0,0.0
25516,MARCELO SANTOS SILVA,MARCELO SANTOS,SANTO ANTÔNIO DE JESUS,PT,SUPLENTE,102,0.0,0.0,0.0
25537,ALCIRES MARQUES DOS SANTOS,IRIS SANTOS,ILHÉUS,PSB,SUPLENTE,11,0.0,1782.5,0.0
25519,ROBERTO DA SILVA ALVES,ROBERTO DO MPA,TREMEDAL,PROS,SUPLENTE,199,0.0,1000.0,0.0
25520,JOSE FERRAZ SOARES,ZÉ DE NICÓ,TREMEDAL,PROS,SUPLENTE,69,0.0,1000.0,0.0
25521,CAMILA DA SILVA SANTOS MARQUES,CAMILA NETA DE DIDIU,TREMEDAL,PROS,SUPLENTE,85,0.0,1000.0,0.0
25522,FÁTIMA NOGUEIRA CORDEIRO,FÁTIMA,TREMEDAL,PROS,SUPLENTE,122,0.0,1000.0,0.0
25523,OTILIA GOMES DOS SANTOS,OTILIA,TREMEDAL,PROS,SUPLENTE,29,0.0,1000.0,0.0
25525,MARCELO NUNES DE OLIVEIRA,MARCELO NUNES,TREMEDAL,PROS,ELEITO POR QP,563,0.0,1000.0,0.0
11047,FRANK ANDERSON GOMES DA SILVA,PROFESSOR FRANK ANDERSON,ALAGOINHAS,PL,SUPLENTE,29,0.0,0.0,0.0
11046,JORGE LUIZ DOS SANTOS TORRES,JORGE BAIXISTA,ALAGOINHAS,PL,SUPLENTE,1,0.0,0.0,0.0
11044,JACILENE DE JESUS,JACILENE,ALAGOINHAS,PL,SUPLENTE,13,0.0,0.0,0.0
25532,ANIVALDO FARIAS SARAIVA,PROFESSOR ANIVALDO,TREMEDAL,PROS,SUPLENTE,296,0.0,1000.0,0.0
11043,FLAVIA FRANÇA DE CERQUEIRA PINTO,FLAVIA CERQUEIRA,ALAGOINHAS,PL,SUPLENTE,12,0.0,0.0,0.0
25534,MARILIA DE CASTRO SILVA,MARILIA SILVA,ILHÉUS,PSB,SUPLENTE,26,0.0,2782.5,0.0
11042,ROBERTO FREITAS SILVA,BETO FREITAS SERRALHEIRIO,ALAGOINHAS,PL,SUPLENTE,128,0.0,0.0,0.0
10820,ELIENE PEREIRA LIMA,ELIENE DE PAREA,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,14,0.0,0.0,0.0
10819,ROSA DOS SANTOS BRAGA,ROSA BRAGA,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,114,0.0,0.0,0.0
24823,GRACILIANO DIAS GOMES,GRACILIANO DIAS GOMES,MANSIDÃO,DEM,SUPLENTE,123,0.0,0.0,0.0
10817,GILLANDIA FEITOSA CAETANO DOS SANTOS,GILLANDIA FEITOSA,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,166,0.0,0.0,0.0
25925,DIEGO DE JESUS BASTOS,DIEGO BASTOS,ITABUNA,PT,SUPLENTE,24,0.0,0.0,0.0
25926,RUBENCEU GOMES DOS SANTOS,RUBENCEU,ITABUNA,PT,SUPLENTE,931,0.0,0.0,0.0
25927,THACIO JOSE DOS SANTOS,THACIO JOSE,ITABUNA,PT,SUPLENTE,27,0.0,0.0,0.0
10608,FRANCISCO ESPEDITO DA SILVA,FRANCISCO BELIZARIO,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,140,0.0,0.0,0.0
25929,RODRIGO LUIZ MENDES DOS SANTOS,RODRIGO MENDES,ITABUNA,PT,SUPLENTE,2,0.0,0.0,0.0
10607,CARLOS ANDRE SILVA RIBEIRO,ANDRE RIBEIRO,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,72,0.0,0.0,0.0
10606,CARLOS ANDRE DA SILVA CARVALHO,CARLINHOS DE CREUZA,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,78,0.0,0.0,0.0
10605,SLAND EMANUEL DOS SANTOS BARBOSA,SLAND MIX,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,48,0.0,0.0,0.0
10604,RAIMUNDO NONATO FERREIRA DOS SANTOS,NONATO DO KIDÈ,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,37,0.0,0.0,0.0
10603,JOSE VITOR FREIRE DA CONCEIÇAO SILVA,VITOR FREIRE CONCEIÇÃO,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,51,0.0,0.0,0.0
10602,ANTONIA ALVES BARBOSA PEREIRA,TOINHA ALVES,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,29,0.0,0.0,0.0
10601,REGINALDO DOS SANTOS SILVA,REGI SANTOS,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,56,0.0,0.0,0.0
10600,ELIOMAR MOTA DO NASCIMENTO,LILA,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,171,0.0,0.0,0.0
10598,LUCIANA VALERIA MIRANDA LOPES,LUCIANA LOPES,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0,0.0
10589,SUELI SILVA BITENCOURT REZENDE,SUELY BITENCOURT,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,25,0.0,0.0,0.0
25943,MARCOS DIEGO SOARES MORENO,MARCOS DI MORENO,POÇÕES,PSD,SUPLENTE,189,0.0,0.0,0.0
